,Country,"Density
(P/Km2)",Abbreviation,Agricultural Land( %),Land Area(Km2),Armed Forces size,Birth Rate,Calling Code,Capital/Major City,Co2-Emissions,CPI,CPI Change (%),Currency-Code,Fertility Rate,Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Largest city,Life expectancy,Maternal mortality ratio,Minimum wage,Official language,Out of pocket health expenditure,Physicians per thousand,Population,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Iso3_code,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,txtVALUE,Source
12717,Finland,18,FI,7.50%,"338,145","25,000",8.6,358.0,Helsinki,"45,871",112.33,1.00%,EUR,1.41,73.10%,$1.45 ,"$268,761,201,365 ",100.20%,88.20%,1.4,Helsinki,81.7,3.0,,Swedish,19.9,3.81,5520314.0,59.10%,20.80%,36.60%,6.59,"4,716,888",61.92411,25.748151,FIN,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Total,2019,Counts,83.0,GLOTIP
12718,Finland,18,FI,7.50%,"338,145","25,000",8.6,358.0,Helsinki,"45,871",112.33,1.00%,EUR,1.41,73.10%,$1.45 ,"$268,761,201,365 ",100.20%,88.20%,1.4,Helsinki,81.7,3.0,,Swedish,19.9,3.81,5520314.0,59.10%,20.80%,36.60%,6.59,"4,716,888",61.92411,25.748151,FIN,Europe,Northern Europe,Detected trafficking victims,Total,Total,Other,Total,2019,Counts,3.0,GLOTIP
12723,Finland,18,FI,7.50%,"338,145","25,000",8.6,358.0,Helsinki,"45,871",112.33,1.00%,EUR,1.41,73.10%,$1.45 ,"$268,761,201,365 ",100.20%,88.20%,1.4,Helsinki,81.7,3.0,,Swedish,19.9,3.81,5520314.0,59.10%,20.80%,36.60%,6.59,"4,716,888",61.92411,25.748151,FIN,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Total,2020,Counts,135.0,GLOTIP
12724,Finland,18,FI,7.50%,"338,145","25,000",8.6,358.0,Helsinki,"45,871",112.33,1.00%,EUR,1.41,73.10%,$1.45 ,"$268,761,201,365 ",100.20%,88.20%,1.4,Helsinki,81.7,3.0,,Swedish,19.9,3.81,5520314.0,59.10%,20.80%,36.60%,6.59,"4,716,888",61.92411,25.748151,FIN,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Total,2020,Counts,112.0,GLOTIP
12725,Finland,18,FI,7.50%,"338,145","25,000",8.6,358.0,Helsinki,"45,871",112.33,1.00%,EUR,1.41,73.10%,$1.45 ,"$268,761,201,365 ",100.20%,88.20%,1.4,Helsinki,81.7,3.0,,Swedish,19.9,3.81,5520314.0,59.10%,20.80%,36.60%,6.59,"4,716,888",61.92411,25.748151,FIN,Europe,Northern Europe,Detected trafficking victims,Total,Total,Other,Total,2020,Counts,3.0,GLOTIP
12732,Finland,18,FI,7.50%,"338,145","25,000",8.6,358.0,Helsinki,"45,871",112.33,1.00%,EUR,1.41,73.10%,$1.45 ,"$268,761,201,365 ",100.20%,88.20%,1.4,Helsinki,81.7,3.0,,Swedish,19.9,3.81,5520314.0,59.10%,20.80%,36.60%,6.59,"4,716,888",61.92411,25.748151,FIN,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Total,2021,Counts,147.0,GLOTIP
12733,Finland,18,FI,7.50%,"338,145","25,000",8.6,358.0,Helsinki,"45,871",112.33,1.00%,EUR,1.41,73.10%,$1.45 ,"$268,761,201,365 ",100.20%,88.20%,1.4,Helsinki,81.7,3.0,,Swedish,19.9,3.81,5520314.0,59.10%,20.80%,36.60%,6.59,"4,716,888",61.92411,25.748151,FIN,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Total,2021,Counts,96.0,GLOTIP
12734,Finland,18,FI,7.50%,"338,145","25,000",8.6,358.0,Helsinki,"45,871",112.33,1.00%,EUR,1.41,73.10%,$1.45 ,"$268,761,201,365 ",100.20%,88.20%,1.4,Helsinki,81.7,3.0,,Swedish,19.9,3.81,5520314.0,59.10%,20.80%,36.60%,6.59,"4,716,888",61.92411,25.748151,FIN,Europe,Northern Europe,Detected trafficking victims,Total,Total,Other,Total,2021,Counts,3.0,GLOTIP
12905,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Child,2012,Counts,3.0,GLOTIP
12906,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Adult,2012,Counts,3.0,GLOTIP
12953,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Child,2013,Counts,3.0,GLOTIP
12954,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Adult,2013,Counts,3.0,GLOTIP
12959,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Child,2014,Counts,3.0,GLOTIP
12960,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Adult,2014,Counts,3.0,GLOTIP
12967,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Child,2015,Counts,213.0,GLOTIP
12968,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Adult,2015,Counts,669.0,GLOTIP
12969,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Child,2015,Counts,68.0,GLOTIP
12970,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Adult,2015,Counts,482.0,GLOTIP
12971,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Child,2015,Counts,281.0,GLOTIP
12972,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Adult,2015,Counts,1151.0,GLOTIP
12973,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Total,2015,Counts,1432.0,GLOTIP
12982,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Child,2016,Counts,223.0,GLOTIP
12983,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Adult,2016,Counts,909.0,GLOTIP
12984,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Child,2016,Counts,83.0,GLOTIP
12985,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Adult,2016,Counts,273.0,GLOTIP
12986,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Child,2016,Counts,306.0,GLOTIP
12987,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Adult,2016,Counts,1182.0,GLOTIP
12988,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Total,2016,Counts,1516.0,GLOTIP
13014,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Total,2017,Counts,198.0,GLOTIP
13030,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Child,2018,Counts,325.0,GLOTIP
13031,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Adult,2018,Counts,808.0,GLOTIP
13032,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Child,2018,Counts,76.0,GLOTIP
13033,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Adult,2018,Counts,316.0,GLOTIP
13034,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Child,2018,Counts,401.0,GLOTIP
13035,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Adult,2018,Counts,1124.0,GLOTIP
13036,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Total,2018,Counts,1525.0,GLOTIP
13054,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Child,2019,Counts,278.0,GLOTIP
13055,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Adult,2019,Counts,473.0,GLOTIP
13056,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Child,2019,Counts,68.0,GLOTIP
13057,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Adult,2019,Counts,269.0,GLOTIP
13058,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Child,2019,Counts,346.0,GLOTIP
13059,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Adult,2019,Counts,742.0,GLOTIP
13060,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Total,2019,Counts,1486.0,GLOTIP
13082,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Child,2020,Counts,280.0,GLOTIP
13083,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Adult,2020,Counts,407.0,GLOTIP
13084,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Child,2020,Counts,17.0,GLOTIP
13085,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Adult,2020,Counts,149.0,GLOTIP
13086,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Child,2020,Counts,297.0,GLOTIP
13087,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Adult,2020,Counts,556.0,GLOTIP
13088,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Total,Total,2020,Counts,1020.0,GLOTIP
13089,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Unknown,Unknown,2020,Counts,167.0,GLOTIP
13096,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Total,2015,Counts,882.0,GLOTIP
13097,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Total,2015,Counts,550.0,GLOTIP
13098,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Total,2016,Counts,1132.0,GLOTIP
13099,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Total,2016,Counts,356.0,GLOTIP
13104,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Total,2018,Counts,1133.0,GLOTIP
13105,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Total,2018,Counts,392.0,GLOTIP
13108,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Total,2019,Counts,751.0,GLOTIP
13109,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Total,2019,Counts,337.0,GLOTIP
13114,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Female,Total,2020,Counts,687.0,GLOTIP
13115,France,119,FR,52.40%,"643,801","307,000",11.3,33.0,Paris,"303,276",110.05,1.10%,EUR,1.88,31.20%,$1.39 ,"$2,715,518,274,227 ",102.50%,65.60%,3.4,Paris,82.5,8.0,11.16,French,6.8,3.27,67059887.0,55.10%,24.20%,60.70%,8.43,"54,123,364",46.227638,2.213749,FRA,Europe,Western Europe,Detected trafficking victims,Total,Total,Male,Total,2020,Counts,166.0,GLOTIP
